date,state_name,state_id,county_name,city_or_county,city,n_killed,n_injured,n_total
1/1/2014,Alabama,AL,Crenshaw,Crenshaw,,1,0,1
1/1/2014,Mississippi,MS,Franklin,Franklin,,0,0,0
1/2/2014,California,CA,Huntington,Huntington,,0,1,1
1/3/2014,West Virginia,WV,Wilkinson,Wilkinson,,0,1,1
1/3/2014,Florida,FL,Broward,Broward,,0,0,0
1/4/2014,Arkansas,AR,Leflore,Leflore,,0,0,0
1/4/2014,Florida,FL,Broward,Broward,,0,0,0
1/4/2014,Virginia,VA,Henrico,Henrico,,0,1,1
1/5/2014,Virginia,VA,Henrico,Henrico,,0,0,0
1/5/2014,Ohio,OH,Erie,Erie,,1,3,4
1/5/2014,Florida,FL,Charlotte,Charlotte,,0,0,0
1/5/2014,New Jersey,NJ,Orange,Orange,,0,1,1
1/5/2014,Maryland,MD,Washington,Washington,,0,0,0
1/6/2014,Louisiana,LA,Bossier,Bossier,,0,0,0
1/6/2014,Maryland,MD,Hanover,Hanover,,0,0,0
1/7/2014,Florida,FL,Broward,Broward,,0,0,0
1/8/2014,New York,NY,Amherst,Amherst,,0,0,0
1/9/2014,Florida,FL,Manatee,Manatee,,0,0,0
1/10/2014,Florida,FL,Collier,Collier,,0,0,0
1/10/2014,Florida,FL,Bay,Bay,,0,0,0
1/12/2014,Florida,FL,Miami-Dade,Miami-Dade,,1,0,1
1/12/2014,Alabama,AL,Blount,Blount,,1,0,1
1/12/2014,New Hampshire,NH,Windham,Windham,,0,0,0
1/12/2014,Alabama,AL,Tallapoosa,Tallapoosa,,1,0,1
1/13/2014,Virginia,VA,Henrico,Henrico,,0,0,0
1/13/2014,Mississippi,MS,Claiborne,Claiborne,,1,0,1
1/13/2014,California,CA,Mesa,Mesa,,0,1,1
1/13/2014,Virginia,VA,York,York,,0,0,0
1/13/2014,Maryland,MD,Hanover,Hanover,,0,0,0
1/14/2014,New York,NY,Clay,Clay,,0,0,0
1/14/2014,Mississippi,MS,Warren,Warren,,0,2,2
1/15/2014,Massachusetts,MA,Dorchester,Dorchester,,1,0,1
1/15/2014,Florida,FL,Broward,Broward,,0,1,1
1/16/2014,Virginia,VA,Middlesex,Middlesex,,0,0,0
1/19/2014,Georgia,GA,Cobb,Cobb,,0,0,0
1/19/2014,Texas,TX,Tulsa,Tulsa,,1,0,1
1/20/2014,Florida,FL,Putnam,Putnam,,0,1,1
1/21/2014,Florida,FL,Manatee,Manatee,,0,2,2
1/21/2014,Washington,WA,Thurston,Thurston,,0,1,1
1/22/2014,Virginia,VA,York,York,,0,2,2
1/23/2014,Virginia,VA,Henrico,Henrico,,0,0,0
1/24/2014,Massachusetts,MA,Dorchester,Dorchester,,1,0,1
1/24/2014,Florida,FL,Manatee,Manatee,,1,0,1
1/25/2014,Florida,FL,Manatee,Manatee,,0,0,0
1/25/2014,Florida,FL,Broward,Broward,,0,0,0
1/26/2014,Florida,FL,Volusia,Volusia,,0,1,1
1/26/2014,Maryland,MD,Hanover,Hanover,,0,0,0
1/26/2014,Connecticut,CT,Stafford,Stafford,,0,0,0
1/27/2014,Florida,FL,Manatee,Manatee,,0,1,1
1/27/2014,Florida,FL,Collier,Collier,,0,0,0
1/28/2014,New York,NY,Amherst,Amherst,,0,0,0
1/29/2014,Florida,FL,Collier,Collier,,0,0,0
2/1/2014,Maryland,MD,Hanover,Hanover,,0,0,0
2/2/2014,North Carolina,NC,Clarendon,Clarendon,,1,0,1
2/4/2014,Alaska,AK,Barrow,Barrow,,1,0,1
2/6/2014,Florida,FL,Broward,Broward,,0,0,0
2/6/2014,New York,NY,Knox,Knox,,0,0,0
2/7/2014,Florida,FL,Hillsborough,Hillsborough,,0,0,0
2/8/2014,New York,NY,Amherst,Amherst,,0,1,1
2/9/2014,Virginia,VA,Henrico,Henrico,,0,1,1
2/10/2014,Tennessee,TN,Madison,Madison,,1,0,1
2/10/2014,Florida,FL,Miami-Dade,Miami-Dade,,0,2,2
2/14/2014,Virginia,VA,Henrico,Henrico,,0,0,0
2/15/2014,Virginia,VA,Henrico,Henrico,,0,0,0
2/18/2014,North Carolina,NC,Colfax,Colfax,,0,0,0
2/22/2014,Virginia,VA,Henrico,Henrico,,0,1,1
2/23/2014,Florida,FL,Manatee,Manatee,,1,1,2
3/2/2014,Michigan,MI,Erie,Erie,,0,0,0
3/5/2014,Massachusetts,MA,Ashland,Ashland,,0,0,0
3/14/2014,South Carolina,SC,Berkeley,Berkeley,,0,0,0
3/14/2014,Connecticut,CT,Windsor,Windsor,,0,0,0
3/15/2014,Massachusetts,MA,Dorchester,Dorchester,,0,1,1
3/16/2014,Hawaii,HI,Kauai,Kauai,,0,1,1
3/17/2014,Texas,TX,Porter,Porter,,1,0,1
3/19/2014,Wisconsin,WI,Union,Union,,0,0,0
3/20/2014,Maine,ME,Bristol,Bristol,,0,1,1
3/21/2014,New Jersey,NJ,Orange,Orange,,0,0,0
3/21/2014,Maine,ME,Litchfield,Litchfield,,0,0,0
3/24/2014,Massachusetts,MA,Dorchester,Dorchester,,0,0,0
3/27/2014,Tennessee,TN,Raleigh,Raleigh,,0,0,0
3/28/2014,Massachusetts,MA,Dorchester,Dorchester,,0,1,1
3/29/2014,Connecticut,CT,Vernon,Vernon,,0,0,0
3/30/2014,South Carolina,SC,Colleton,Colleton,,0,2,2
3/30/2014,New York,NY,Gates,Gates,,0,0,0
4/1/2014,Connecticut,CT,Lebanon,Lebanon,,0,0,0
4/3/2014,North Carolina,NC,Watauga,Watauga,,1,0,1
4/4/2014,Wisconsin,WI,Morris,Morris,,0,0,0
4/4/2014,Maryland,MD,Hanover,Hanover,,0,0,0
4/5/2014,Maryland,MD,Hanover,Hanover,,0,0,0
4/6/2014,Maryland,MD,Hanover,Hanover,,0,0,0
4/7/2014,Texas,TX,San Jacinto,San Jacinto,,0,1,1
4/8/2014,Virginia,VA,Henrico,Henrico,,0,0,0
4/9/2014,Tennessee,TN,Buchanan,Buchanan,,0,0,0
4/12/2014,Maine,ME,Windham,Windham,,1,0,1
4/12/2014,Virginia,VA,Henrico,Henrico,,0,1,1
4/13/2014,Florida,FL,Miami-Dade,Miami-Dade,,0,1,1
4/13/2014,New York,NY,Evans,Evans,,0,0,0
4/14/2014,Michigan,MI,Lyon,Lyon,,0,1,1
4/14/2014,Michigan,MI,Lyon,Lyon,,0,0,0
4/14/2014,Pennsylvania,PA,Garfield,Garfield,,0,0,0
4/15/2014,Mississippi,MS,Wayne,Wayne,,1,0,1
4/18/2014,Mississippi,MS,Monroe,Monroe,,0,0,0
4/19/2014,New Jersey,NJ,Jackson,Jackson,,0,0,0
4/20/2014,Iowa,IA,Sterling,Sterling,,0,0,0
4/20/2014,Florida,FL,Miami-Dade,Miami-Dade,,1,0,1
4/21/2014,Florida,FL,Manatee,Manatee,,0,1,1
4/21/2014,Rhode Island,RI,Lincoln,Lincoln,,0,0,0
4/23/2014,Virginia,VA,Henrico,Henrico,,0,0,0
4/24/2014,Pennsylvania,PA,Elliott,Elliott,,1,0,1
4/24/2014,Florida,FL,Miami-Dade,Miami-Dade,,0,1,1
4/25/2014,Virginia,VA,Henrico,Henrico,,0,0,0
4/26/2014,Vermont,VT,Essex,Essex,,1,0,1
4/30/2014,Pennsylvania,PA,Garfield,Garfield,,2,0,2
5/2/2014,Wisconsin,WI,Rutland,Rutland,,0,1,1
5/3/2014,Tennessee,TN,Madison,Madison,,0,1,1
5/3/2014,Virginia,VA,Henrico,Henrico,,0,1,1
5/4/2014,Michigan,MI,Highland,Highland,,0,0,0
5/4/2014,Texas,TX,Tulsa,Tulsa,,1,0,1
5/6/2014,Virginia,VA,Henrico,Henrico,,0,0,0
5/6/2014,Virginia,VA,Henrico,Henrico,,0,0,0
5/6/2014,Rhode Island,RI,Warren,Warren,,0,1,1
5/7/2014,Connecticut,CT,Oxford,Oxford,,1,1,2
5/9/2014,New Jersey,NJ,Livingston,Livingston,,0,1,1
5/11/2014,Kentucky,KY,LaGrange,LaGrange,,1,0,1
5/11/2014,Virginia,VA,Henrico,Henrico,,0,0,0
5/12/2014,Florida,FL,Manatee,Manatee,,0,0,0
5/14/2014,Virginia,VA,Henrico,Henrico,,0,0,0
5/16/2014,New York,NY,Niagara,Niagara,,0,0,0
5/16/2014,Florida,FL,Miami-Dade,Miami-Dade,,0,1,1
5/16/2014,Texas,TX,Porter,Porter,,0,0,0
5/20/2014,Hawaii,HI,Maui,Maui,,1,0,1
5/22/2014,Florida,FL,Miami-Dade,Miami-Dade,,0,1,1
5/24/2014,New Jersey,NJ,Wayne,Wayne,,0,1,1
5/25/2014,Rhode Island,RI,Bristol,Bristol,,0,1,1
5/26/2014,California,CA,Mesa,Mesa,,0,0,0
5/26/2014,South Dakota,SD,Black Hawk,Black Hawk,,0,1,1
5/29/2014,Tennessee,TN,Madison,Madison,,0,0,0
6/1/2014,Florida,FL,Miami-Dade,Miami-Dade,,0,1,1
6/2/2014,Wisconsin,WI,Vernon,Vernon,,0,1,1
6/3/2014,Virginia,VA,Henrico,Henrico,,0,1,1
6/4/2014,New Jersey,NJ,Howell,Howell,,1,0,1
6/6/2014,Mississippi,MS,Lamar,Lamar,,0,0,0
6/6/2014,Massachusetts,MA,Dorchester,Dorchester,,1,0,1
6/7/2014,Virginia,VA,Henrico,Henrico,,0,1,1
6/7/2014,North Carolina,NC,Racine,Racine,,0,0,0
6/9/2014,Maine,ME,Monroe,Monroe,,0,0,0
6/13/2014,Virginia,VA,Henrico,Henrico,,0,0,0
6/17/2014,Tennessee,TN,Madison,Madison,,0,0,0
6/22/2014,Kentucky,KY,Clearfield,Clearfield,,1,0,1
6/24/2014,Tennessee,TN,Madison,Madison,,0,0,0
6/25/2014,Connecticut,CT,Fairfield,Fairfield,,1,0,1
6/25/2014,California,CA,Westchester,Westchester,,2,0,2
6/25/2014,Texas,TX,Porter,Porter,,1,0,1
6/27/2014,North Carolina,NC,Alexander,Alexander,,0,0,0
6/28/2014,Virginia,VA,Henrico,Henrico,,1,2,3
6/29/2014,Virginia,VA,Henrico,Henrico,,2,0,2
6/30/2014,Mississippi,MS,Russell,Russell,,0,0,0
7/1/2014,New York,NY,Porter,Porter,,0,0,0
7/4/2014,Texas,TX,Harris,Harris,,1,0,1
7/4/2014,Mississippi,MS,Lamar,Lamar,,1,0,1
7/4/2014,Kentucky,KY,Graham,Graham,,0,0,0
7/5/2014,Arkansas,AR,Choctaw,Choctaw,,2,0,2
7/5/2014,Florida,FL,Levy,Levy,,1,0,1
7/5/2014,Virginia,VA,Amelia,Amelia,,1,0,1
7/6/2014,Arkansas,AR,Norfolk,Norfolk,,0,1,1
7/7/2014,Florida,FL,Volusia,Volusia,,0,0,0
7/7/2014,Virginia,VA,Henrico,Henrico,,0,0,0
7/7/2014,Michigan,MI,Berrien,Berrien,,2,0,2
7/10/2014,Tennessee,TN,Madison,Madison,,0,1,1
7/10/2014,Georgia,GA,Muscogee,Muscogee,,0,0,0
7/13/2014,North Carolina,NC,Rowan,Rowan,,1,0,1
7/14/2014,Virginia,VA,Henrico,Henrico,,0,1,1
7/15/2014,Michigan,MI,Macomb,Macomb,,0,0,0
7/15/2014,Florida,FL,Miami-Dade,Miami-Dade,,0,1,1
7/15/2014,Florida,FL,Miami-Dade,Miami-Dade,,0,1,1
7/16/2014,Florida,FL,Hillsborough,Hillsborough,,1,0,1
7/17/2014,New York,NY,Amherst,Amherst,,0,0,0
7/17/2014,Maine,ME,Bristol,Bristol,,0,0,0
7/20/2014,Virginia,VA,Henrico,Henrico,,1,0,1
7/20/2014,Rhode Island,RI,Johnston,Johnston,,0,0,0
7/20/2014,Virginia,VA,Henrico,Henrico,,0,0,0
7/20/2014,Virginia,VA,Henrico,Henrico,,0,1,1
7/21/2014,New Jersey,NJ,Greenville,Greenville,,0,1,1
7/22/2014,Vermont,VT,Montgomery,Montgomery,,0,0,0
7/23/2014,Maryland,MD,Hanover,Hanover,,0,0,0
7/23/2014,Virginia,VA,Henrico,Henrico,,0,0,0
7/24/2014,Connecticut,CT,Columbia,Columbia,,0,0,0
7/26/2014,New York,NY,Amherst,Amherst,,0,0,0
7/26/2014,Maine,ME,York,York,,0,0,0
7/27/2014,Florida,FL,Miami-Dade,Miami-Dade,,0,1,1
7/27/2014,Virginia,VA,Henrico,Henrico,,0,1,1
7/27/2014,Maine,ME,York,York,,1,0,1
7/27/2014,Kentucky,KY,Stone,Stone,,1,2,3
7/28/2014,Florida,FL,Florida,Florida,,0,0,0
7/28/2014,South Carolina,SC,Litchfield,Litchfield,,0,1,1
7/28/2014,Virginia,VA,Henrico,Henrico,,0,0,0
7/29/2014,Tennessee,TN,Madison,Madison,,0,1,1
7/29/2014,Virginia,VA,Henrico,Henrico,,0,0,0
7/29/2014,Virginia,VA,Henrico,Henrico,,0,1,1
7/29/2014,Massachusetts,MA,Rockland,Rockland,,0,0,0
7/31/2014,Virginia,VA,Henrico,Henrico,,0,0,0
7/31/2014,Kentucky,KY,Gray,Gray,,0,1,1
7/31/2014,West Virginia,WV,Rock,Rock,,0,1,1
7/31/2014,Tennessee,TN,Raleigh,Raleigh,,0,0,0
8/2/2014,Florida,FL,Florida,Florida,,0,1,1
8/3/2014,Florida,FL,Arlington,Arlington,,0,1,1
8/3/2014,Rhode Island,RI,Johnston,Johnston,,0,0,0
8/3/2014,Georgia,GA,Midland,Midland,,0,0,0
8/4/2014,Virginia,VA,Henrico,Henrico,,0,1,1
8/4/2014,Tennessee,TN,Raleigh,Raleigh,,0,1,1
8/5/2014,Florida,FL,Miami-Dade,Miami-Dade,,3,0,3
8/7/2014,Maryland,MD,Hanover,Hanover,,1,0,1
8/7/2014,Virginia,VA,Henrico,Henrico,,0,0,0
8/8/2014,New Jersey,NJ,Stafford,Stafford,,0,0,0
8/8/2014,New Jersey,NJ,Stafford,Stafford,,0,0,0
8/10/2014,Tennessee,TN,Madison,Madison,,0,1,1
8/10/2014,Wisconsin,WI,Dunn,Dunn,,0,0,0
8/11/2014,Rhode Island,RI,Lincoln,Lincoln,,0,0,0
8/11/2014,Virginia,VA,Henrico,Henrico,,1,0,1
8/12/2014,New Jersey,NJ,Lawrence,Lawrence,,0,0,0
8/12/2014,Mississippi,MS,Choctaw,Choctaw,,1,1,2
8/14/2014,Virginia,VA,Henrico,Henrico,,0,1,1
8/14/2014,Maryland,MD,Hanover,Hanover,,0,0,0
8/15/2014,New Jersey,NJ,Orange,Orange,,0,1,1
8/16/2014,New Jersey,NJ,Orange,Orange,,0,0,0
8/16/2014,Vermont,VT,Guilford,Guilford,,0,1,1
8/16/2014,Delaware,DE,Lincoln,Lincoln,,0,1,1
8/19/2014,New Jersey,NJ,Orange,Orange,,0,1,1
8/19/2014,Tennessee,TN,Madison,Madison,,0,0,0
8/19/2014,Florida,FL,Miami-Dade,Miami-Dade,,0,1,1
8/22/2014,New York,NY,Amherst,Amherst,,0,0,0
8/22/2014,Connecticut,CT,Fairfield,Fairfield,,0,0,0
8/24/2014,Tennessee,TN,Madison,Madison,,0,0,0
8/29/2014,Florida,FL,Miami-Dade,Miami-Dade,,0,1,1
8/29/2014,Florida,FL,Miami-Dade,Miami-Dade,,0,1,1
8/29/2014,New York,NY,York,York,,0,0,0
8/29/2014,Virginia,VA,Henrico,Henrico,,0,0,0
9/1/2014,New Jersey,NJ,Howell,Howell,,0,1,1
9/1/2014,Virginia,VA,Dinwiddie,Dinwiddie,,0,1,1
9/1/2014,New Jersey,NJ,Howell,Howell,,0,0,0
9/2/2014,New Hampshire,NH,Fremont,Fremont,,0,0,0
9/3/2014,Connecticut,CT,Cheshire,Cheshire,,0,0,0
9/4/2014,Florida,FL,Santa Rosa,Santa Rosa,,0,1,1
9/5/2014,North Carolina,NC,Charleston,Charleston,,0,0,0
9/5/2014,Kentucky,KY,Walker,Walker,,1,0,1
9/5/2014,New Hampshire,NH,Salem,Salem,,0,0,0
9/6/2014,New Jersey,NJ,Union,Union,,0,1,1
9/6/2014,Tennessee,TN,Madison,Madison,,0,0,0
9/8/2014,New Hampshire,NH,Bedford,Bedford,,0,0,0
9/8/2014,Virginia,VA,Henrico,Henrico,,0,0,0
9/8/2014,New York,NY,Onondaga,Onondaga,,0,1,1
9/8/2014,Maryland,MD,Hanover,Hanover,,0,0,0
9/9/2014,Florida,FL,Miami-Dade,Miami-Dade,,0,1,1
9/10/2014,Florida,FL,Miami-Dade,Miami-Dade,,0,1,1
9/10/2014,Tennessee,TN,Madison,Madison,,0,0,0
9/11/2014,California,CA,Valencia,Valencia,,0,0,0
9/11/2014,Maine,ME,Warren,Warren,,0,0,0
9/11/2014,Florida,FL,Santa Rosa,Santa Rosa,,0,0,0
9/11/2014,California,CA,Valencia,Valencia,,0,0,0
9/12/2014,Florida,FL,San Mateo,San Mateo,,0,0,0
9/13/2014,Wisconsin,WI,Eaton,Eaton,,2,0,2
9/15/2014,Virginia,VA,York,York,,0,0,0
9/16/2014,Virginia,VA,Henrico,Henrico,,0,0,0
9/18/2014,Virginia,VA,Henrico,Henrico,,0,1,1
9/19/2014,Maine,ME,Bristol,Bristol,,0,0,0
9/21/2014,Virginia,VA,Henrico,Henrico,,1,0,1
9/21/2014,Vermont,VT,Orange,Orange,,0,0,0
9/23/2014,Delaware,DE,Lincoln,Lincoln,,0,0,0
9/23/2014,Connecticut,CT,Vernon,Vernon,,0,0,0
9/23/2014,New York,NY,Rush,Rush,,1,0,1
9/26/2014,Maine,ME,Athens,Athens,,0,0,0
9/27/2014,Maine,ME,Chester,Chester,,1,0,1
9/29/2014,Maryland,MD,Hampden,Hampden,,0,0,0
9/30/2014,Virginia,VA,Henrico,Henrico,,0,0,0
10/1/2014,Massachusetts,MA,Montague,Montague,,0,0,0
10/1/2014,Connecticut,CT,Stafford,Stafford,,0,0,0
10/2/2014,New Jersey,NJ,Fairfield,Fairfield,,0,0,0
10/3/2014,Connecticut,CT,Cheshire,Cheshire,,0,0,0
10/4/2014,Tennessee,TN,Madison,Madison,,1,0,1
10/5/2014,Maryland,MD,Hanover,Hanover,,0,0,0
10/8/2014,West Virginia,WV,Hanover,Hanover,,0,0,0
10/8/2014,Vermont,VT,Goshen,Goshen,,0,0,0
10/11/2014,Virginia,VA,Henrico,Henrico,,0,1,1
10/11/2014,Virginia,VA,Henrico,Henrico,,0,1,1
10/12/2014,Maine,ME,Mercer,Mercer,,0,0,0
10/13/2014,Maine,ME,York,York,,0,0,0
10/14/2014,Connecticut,CT,Oxford,Oxford,,0,0,0
10/17/2014,New Hampshire,NH,Fremont,Fremont,,1,0,1
10/17/2014,Tennessee,TN,Buchanan,Buchanan,,1,0,1
10/17/2014,Arizona,AZ,Dewey,Dewey,,1,1,2
10/20/2014,Virginia,VA,Henrico,Henrico,,1,0,1
10/21/2014,Virginia,VA,Henrico,Henrico,,0,0,0
10/22/2014,New York,NY,Russell,Russell,,0,0,0
10/22/2014,New York,NY,Ulster,Ulster,,0,0,0
10/23/2014,Michigan,MI,Chesterfield,Chesterfield,,0,0,0
10/23/2014,Georgia,GA,Darlington,Darlington,,0,0,0
10/25/2014,Alabama,AL,Columbus,Columbus,,0,0,0
10/26/2014,New Jersey,NJ,Orange,Orange,,0,2,2
10/27/2014,Virginia,VA,Henrico,Henrico,,0,1,1
10/28/2014,New Hampshire,NH,Salem,Salem,,0,0,0
10/28/2014,West Virginia,WV,Josephine,Josephine,,0,0,0
10/28/2014,Connecticut,CT,Vernon,Vernon,,0,0,0
10/29/2014,New York,NY,Clay,Clay,,0,0,0
10/29/2014,New York,NY,Ulster,Ulster,,0,0,0
10/29/2014,Virginia,VA,Henrico,Henrico,,0,0,0
10/30/2014,Virginia,VA,Henrico,Henrico,,0,0,0
10/30/2014,Rhode Island,RI,Johnston,Johnston,,0,0,0
10/31/2014,Florida,FL,Lackawanna,Lackawanna,,0,1,1
11/10/2014,Michigan,MI,Wallace,Wallace,,1,0,1
11/10/2014,New Jersey,NJ,Greenville,Greenville,,0,0,0
11/11/2014,Tennessee,TN,Houston,Houston,,0,1,1
11/11/2014,Texas,TX,Greenwood,Greenwood,,2,0,2
11/11/2014,Tennessee,TN,Madison,Madison,,0,0,0
11/11/2014,Pennsylvania,PA,Dubois,Dubois,,0,0,0
11/13/2014,Massachusetts,MA,Montague,Montague,,0,0,0
11/14/2014,Wisconsin,WI,Lafayette,Lafayette,,1,1,2
11/15/2014,Delaware,DE,Lincoln,Lincoln,,0,1,1
11/17/2014,New Jersey,NJ,Wayne,Wayne,,0,0,0
11/18/2014,Massachusetts,MA,Dorchester,Dorchester,,0,1,1
11/20/2014,Vermont,VT,Grafton,Grafton,,0,0,0
11/20/2014,Vermont,VT,New Haven,New Haven,,0,0,0
11/21/2014,Massachusetts,MA,Dorchester,Dorchester,,0,0,0
11/22/2014,New York,NY,Amherst,Amherst,,0,0,0
11/23/2014,New York,NY,York,York,,0,1,1
11/23/2014,Massachusetts,MA,Dorchester,Dorchester,,0,0,0
11/23/2014,New York,NY,Stafford,Stafford,,0,0,0
11/27/2014,New Jersey,NJ,Jackson,Jackson,,0,0,0
11/29/2014,Texas,TX,Randall,Randall,,0,1,1
12/2/2014,Virginia,VA,Ringgold,Ringgold,,0,0,0
12/4/2014,California,CA,Humboldt,Humboldt,,0,0,0
12/4/2014,Connecticut,CT,Vernon,Vernon,,0,0,0
12/6/2014,Mississippi,MS,Copiah,Copiah,,1,0,1
12/7/2014,Florida,FL,Broward,Broward,,0,1,1
12/7/2014,Mississippi,MS,Monroe,Monroe,,0,0,0
12/8/2014,Missouri,MO,Warren,Warren,,0,0,0
12/8/2014,Alaska,AK,Barrow,Barrow,,1,0,1
12/9/2014,Utah,UT,Box Elder,Box Elder,,0,0,0
12/9/2014,Mississippi,MS,Lee,Lee,,2,0,2
