month,state,permit,totals
2017-07,Florida,16978,92822
2017-07,Georgia,14623,35085
2017-07,Guam,0,145
2017-07,Hawaii,1107,1109
2017-07,Idaho,4539,11871
2017-07,Illinois,13652,108000
2017-07,Indiana,19386,47145
2017-07,Iowa,5099,8801
2017-07,Kansas,3667,13775
2017-07,Kentucky,374603,390494
2017-07,Louisiana,1930,20454
2017-07,Maine,390,5837
2017-07,Mariana Islands,0,13
2017-07,Maryland,2025,10088
2017-07,Massachusetts,6185,12900
2017-07,Michigan,15464,33378
2017-07,Minnesota,27018,41186
2017-07,Mississippi,1506,14388
2017-07,Missouri,716,32415
2017-07,Montana,1043,7890
2017-07,Nebraska,2656,4266
2017-07,Nevada,1805,8310
2017-07,New Hampshire,1451,8333
2017-07,New Jersey,0,7034
2017-07,New Mexico,1009,10580
2017-07,New York,2315,25576
2017-07,North Carolina,20102,34784
2017-07,North Dakota,496,4136
2017-07,Ohio,9440,49432
2017-07,Oklahoma,0,20738
2017-07,Oregon,3998,23239
2017-07,Pennsylvania,23669,73654
2017-07,Puerto Rico,0,1381
2017-07,Rhode Island,0,1646
2017-07,South Carolina,11585,26567
2017-07,South Dakota,1138,6068
2017-07,Tennessee,19766,52643
2017-07,Texas,19006,98338
2017-07,Utah,11902,17925
2017-07,Vermont,0,2275
2017-07,Virgin Islands,103,151
2017-07,Virginia,1139,36183
2017-07,Washington,10910,38369
2017-07,West Virginia,1798,13970
2017-07,Wisconsin,10275,32846
2017-07,Wyoming,279,3398
2017-06,Alabama,19508,35687
2017-06,Alaska,242,6353
2017-06,Arizona,6505,28359
2017-06,Arkansas,3033,16614
2017-06,California,60142,130187
2017-06,Colorado,4920,36459
2017-06,Connecticut,8290,16504
2017-06,Delaware,533,3634
2017-06,District of Columbia,17,74
2017-06,Florida,18831,100508
2017-06,Georgia,15591,39874
2017-06,Guam,0,156
2017-06,Hawaii,1082,1083
2017-06,Idaho,11559,20241
2017-06,Illinois,14883,113889
2017-06,Indiana,19163,49689
2017-06,Iowa,5638,8352
2017-06,Kansas,2400,13485
2017-06,Kentucky,373842,392002
2017-06,Louisiana,2011,23497
2017-06,Maine,567,6474
2017-06,Mariana Islands,0,12
2017-06,Maryland,2477,10945
2017-06,Massachusetts,7347,15841
2017-06,Michigan,17225,37088
2017-06,Minnesota,29559,44775
2017-06,Mississippi,1783,17154
2017-06,Missouri,730,36752
2017-06,Montana,1518,9901
2017-06,Nebraska,2799,4265
2017-06,Nevada,2895,10602
2017-06,New Hampshire,1659,9184
2017-06,New Jersey,0,7790
2017-06,New Mexico,1140,11398
2017-06,New York,2602,27677
2017-06,North Carolina,23048,39169
2017-06,North Dakota,1159,4939
2017-06,Ohio,11147,53164
2017-06,Oklahoma,0,24632
2017-06,Oregon,4087,27103
2017-06,Pennsylvania,22674,76201
2017-06,Puerto Rico,0,1631
2017-06,Rhode Island,0,1899
2017-06,South Carolina,13761,32995
2017-06,South Dakota,1266,6704
2017-06,Tennessee,16722,52959
2017-06,Texas,23877,118091
2017-06,Utah,14721,22138
2017-06,Vermont,0,2382
2017-06,Virgin Islands,126,153
2017-06,Virginia,728,36838
2017-06,Washington,12964,46023
2017-06,West Virginia,1889,14498
2017-06,Wisconsin,11645,36267
2017-06,Wyoming,350,3975
2017-05,Alabama,18538,33331
2017-05,Alaska,247,6442
2017-05,Arizona,6628,28734
2017-05,Arkansas,4137,16749
2017-05,California,58722,129307
2017-05,Colorado,5408,36008
2017-05,Connecticut,8101,16149
2017-05,Delaware,863,4012
2017-05,District of Columbia,10,82
2017-05,Florida,19014,96556
2017-05,Georgia,14860,36905
2017-05,Guam,0,157
2017-05,Hawaii,1114,1117
2017-05,Idaho,4933,13065
2017-05,Illinois,14857,121746
2017-05,Indiana,24235,54347
2017-05,Iowa,6872,10232
2017-05,Kansas,1933,12337
2017-05,Kentucky,374078,391740
2017-05,Louisiana,1574,21311
2017-05,Maine,751,7200
2017-05,Mariana Islands,0,12
2017-05,Maryland,2378,11660
2017-05,Massachusetts,8372,16651
2017-05,Michigan,20040,38548
2017-05,Minnesota,38515,55570
2017-05,Mississippi,1743,15680
2017-05,Missouri,685,34965
2017-05,Montana,1460,9418
2017-05,Nebraska,3517,5025
2017-05,Nevada,2017,9803
2017-05,New Hampshire,1503,8868
2017-05,New Jersey,0,8694
2017-05,New Mexico,1183,11291
2017-05,New York,3224,31294
2017-05,North Carolina,24726,39413
2017-05,North Dakota,1017,4654
2017-05,Ohio,13712,56229
2017-05,Oklahoma,0,22693
2017-05,Oregon,3978,26466
2017-05,Pennsylvania,24962,79725
2017-05,Puerto Rico,0,1600
2017-05,Rhode Island,0,1883
2017-05,South Carolina,14550,31248
2017-05,South Dakota,1331,7004
2017-05,Tennessee,23584,57763
2017-05,Texas,24168,109732
2017-05,Utah,16351,23844
2017-05,Vermont,0,2577
2017-05,Virgin Islands,55,79
2017-05,Virginia,1148,36007
2017-05,Washington,14176,45816
2017-05,West Virginia,2141,15085
2017-05,Wisconsin,13117,37888
2017-05,Wyoming,435,4128
2017-04,Alabama,17958,32652
2017-04,Alaska,289,6983
2017-04,Arizona,7385,32052
2017-04,Arkansas,3158,16452
2017-04,California,58147,132190
2017-04,Colorado,5576,39989
2017-04,Connecticut,7557,16406
2017-04,Delaware,689,4296
2017-04,District of Columbia,35,104
2017-04,Florida,22072,103641
2017-04,Georgia,14464,37829
2017-04,Guam,0,147
2017-04,Hawaii,885,888
2017-04,Idaho,6062,15234
2017-04,Illinois,15405,135507
2017-04,Indiana,27978,63298
2017-04,Iowa,9542,13017
2017-04,Kansas,3189,15139
2017-04,Kentucky,372852,392685
2017-04,Louisiana,2387,22065
2017-04,Maine,557,8115
2017-04,Mariana Islands,0,13
2017-04,Maryland,3126,13182
2017-04,Massachusetts,7867,17866
2017-04,Michigan,19168,41939
2017-04,Minnesota,44204,71484
2017-04,Mississippi,1758,16803
2017-04,Missouri,815,40019
2017-04,Montana,1494,10293
2017-04,Nebraska,3869,5745
2017-04,Nevada,2016,10588
2017-04,New Hampshire,1706,10792
2017-04,New Jersey,0,9119
2017-04,New Mexico,1350,12748
2017-04,New York,2879,33113
2017-04,North Carolina,24568,39992
2017-04,North Dakota,1434,6504
2017-04,Ohio,14485,66800
2017-04,Oklahoma,0,27478
2017-04,Oregon,1830,27936
2017-04,Pennsylvania,24949,85908
2017-04,Puerto Rico,0,1387
2017-04,Rhode Island,0,2133
2017-04,South Carolina,12113,30218
2017-04,South Dakota,1191,7857
2017-04,Tennessee,22073,57852
2017-04,Texas,21593,109961
2017-04,Utah,14872,23177
2017-04,Vermont,0,3818
2017-04,Virgin Islands,81,111
2017-04,Virginia,1074,48631
2017-04,Washington,13564,47895
2017-04,West Virginia,2267,16988
2017-04,Wisconsin,14511,45872
2017-04,Wyoming,382,4269
2017-03,Alabama,27666,48769
2017-03,Alaska,362,6971
2017-03,Arizona,9556,38170
2017-03,Arkansas,4775,23290
2017-03,California,65892,146592
2017-03,Colorado,7030,45645
2017-03,Connecticut,8575,18787
2017-03,Delaware,835,5527
2017-03,District of Columbia,24,111
2017-03,Florida,26986,122716
2017-03,Georgia,23394,57235
2017-03,Guam,0,136
2017-03,Hawaii,1086,1090
2017-03,Idaho,5620,16675
2017-03,Illinois,911,163728
2017-03,Indiana,33324,79624
2017-03,Iowa,16295,20026
2017-03,Kansas,2492,17891
2017-03,Kentucky,370113,397959
2017-03,Louisiana,2963,29310
2017-03,Maine,949,9632
2017-03,Mariana Islands,0,11
2017-03,Maryland,4056,15769
2017-03,Massachusetts,9541,21059
2017-03,Michigan,25819,54452
2017-03,Minnesota,48301,77749
2017-03,Mississippi,2558,24421
2017-03,Missouri,1253,52928
2017-03,Montana,2182,12396
2017-03,Nebraska,5011,7337
2017-03,Nevada,3754,14158
2017-03,New Hampshire,2480,13529
2017-03,New Jersey,0,10993
2017-03,New Mexico,1467,14963
2017-03,New York,3138,35608
2017-03,North Carolina,34178,55574
2017-03,North Dakota,1614,6461
2017-03,Ohio,17130,81153
2017-03,Oklahoma,0,30518
2017-03,Oregon,1638,32423
2017-03,Pennsylvania,32238,110334
2017-03,Puerto Rico,0,1560
2017-03,Rhode Island,0,2553
2017-03,South Carolina,19015,43113
2017-03,South Dakota,1773,9770
2017-03,Tennessee,27766,74655
2017-03,Texas,33412,144270
2017-03,Utah,17259,26941
2017-03,Vermont,0,4051
2017-03,Virgin Islands,64,96
2017-03,Virginia,529,49368
2017-03,Washington,16813,58069
2017-03,West Virginia,2951,22529
2017-03,Wisconsin,20393,58739
2017-03,Wyoming,534,5315
2017-02,Alabama,23900,46251
2017-02,Alaska,137,5917
2017-02,Arizona,7938,37388
2017-02,Arkansas,3220,22548
2017-02,California,56533,129885
2017-02,Colorado,6447,43577
2017-02,Connecticut,6436,15209
2017-02,Delaware,692,5066
2017-02,District of Columbia,25,93
2017-02,Florida,23617,117892
2017-02,Georgia,18666,53177
2017-02,Guam,0,132
2017-02,Hawaii,1035,1037
2017-02,Idaho,5342,14936
2017-02,Illinois,11166,139697
2017-02,Indiana,92422,136193
2017-02,Iowa,12039,15025
2017-02,Kansas,3179,19211
2017-02,Kentucky,283492,313748
2017-02,Louisiana,3184,27684
2017-02,Maine,696,7731
2017-02,Mariana Islands,0,0
2017-02,Maryland,3812,14852
2017-02,Massachusetts,8255,18130
2017-02,Michigan,21600,48382
2017-02,Minnesota,38315,62051
2017-02,Mississippi,1966,24043
2017-02,Missouri,1001,50850
2017-02,Montana,1911,10386
2017-02,Nebraska,4867,7122
2017-02,Nevada,2158,11765
2017-02,New Hampshire,2855,12282
2017-02,New Jersey,0,9601
2017-02,New Mexico,1230,15364
2017-02,New York,2794,31910
2017-02,North Carolina,29573,51627
2017-02,North Dakota,1764,6193
2017-02,Ohio,12784,74257
2017-02,Oklahoma,0,30840
2017-02,Oregon,972,29183
2017-02,Pennsylvania,27792,95585
2017-02,Puerto Rico,0,1259
2017-02,Rhode Island,0,2354
2017-02,South Carolina,17148,41969
2017-02,South Dakota,1662,9754
2017-02,Tennessee,19252,69264
2017-02,Texas,23960,137470
2017-02,Utah,14815,24889
2017-02,Vermont,0,3594
2017-02,Virgin Islands,72,106
2017-02,Virginia,838,47038
2017-02,Washington,13432,52154
2017-02,West Virginia,2274,22449
2017-02,Wisconsin,18733,50720
2017-02,Wyoming,330,4554
2017-01,Alabama,25093,41542
2017-01,Alaska,185,4500
2017-01,Arizona,8117,31366
2017-01,Arkansas,2512,16762
2017-01,California,62397,130365
2017-01,Colorado,5619,37047
2017-01,Connecticut,6706,15073
2017-01,Delaware,736,4299
2017-01,District of Columbia,6,81
2017-01,Florida,21675,104576
2017-01,Georgia,20369,44615
2017-01,Guam,0,205
2017-01,Hawaii,864,866
2017-01,Idaho,4469,11146
2017-01,Illinois,23670,138008
2017-01,Indiana,45206,80412
2017-01,Iowa,12527,15707
2017-01,Kansas,2643,15049
2017-01,Kentucky,325954,345924
2017-01,Louisiana,5210,27709
2017-01,Maine,692,6865
2017-01,Mariana Islands,0,2
2017-01,Maryland,3214,13368
2017-01,Massachusetts,10394,19996
2017-01,Michigan,20253,39067
2017-01,Minnesota,66895,85322
2017-01,Mississippi,1914,17113
2017-01,Missouri,975,39098
2017-01,Montana,1859,7994
2017-01,Nebraska,4237,6205
2017-01,Nevada,2518,10013
2017-01,New Hampshire,3583,12067
2017-01,New Jersey,0,9274
2017-01,New Mexico,980,10966
2017-01,New York,3479,31567
2017-01,North Carolina,29898,46548
2017-01,North Dakota,1315,4933
2017-01,Ohio,11790,58574
2017-01,Oklahoma,0,24547
2017-01,Oregon,1097,22210
2017-01,Pennsylvania,30105,85948
2017-01,Puerto Rico,0,1332
2017-01,Rhode Island,0,2147
2017-01,South Carolina,13868,31829
2017-01,South Dakota,1695,7614
2017-01,Tennessee,45857,83613
2017-01,Texas,28501,117903
2017-01,Utah,11312,18314
2017-01,Vermont,0,2691
2017-01,Virgin Islands,61,88
2017-01,Virginia,846,37369
2017-01,Washington,14089,46027
2017-01,West Virginia,2063,15772
2017-01,Wisconsin,24323,46775
2017-01,Wyoming,449,3705
2016-12,Alabama,26996,62014
2016-12,Alaska,254,8786
2016-12,Arizona,8900,44887
2016-12,Arkansas,3294,29926
2016-12,California,61808,298161
2016-12,Colorado,5333,55428
2016-12,Connecticut,6527,17825
2016-12,Delaware,320,6356
2016-12,District of Columbia,4,71
2016-12,Florida,24096,144983
2016-12,Georgia,16891,68269
2016-12,Guam,0,172
2016-12,Hawaii,1139,1141
2016-12,Idaho,3292,17034
2016-12,Illinois,17509,137994
2016-12,Indiana,40729,95672
2016-12,Iowa,12486,18090
2016-12,Kansas,1368,22282
2016-12,Kentucky,358510,397059
2016-12,Louisiana,6268,51493
2016-12,Maine,442,10528
2016-12,Mariana Islands,0,0
2016-12,Maryland,3687,17984
2016-12,Massachusetts,8192,19842
2016-12,Michigan,17469,47834
2016-12,Minnesota,32841,60056
2016-12,Mississippi,1771,36091
2016-12,Missouri,1167,63289
2016-12,Montana,1408,12610
2016-12,Nebraska,4704,8790
2016-12,Nevada,2216,14889
2016-12,New Hampshire,3160,14305
2016-12,New Jersey,0,10577
2016-12,New Mexico,1079,17518
2016-12,New York,2469,40292
2016-12,North Carolina,29463,65145
2016-12,North Dakota,1189,6261
2016-12,Ohio,11781,88178
2016-12,Oklahoma,0,43082
2016-12,Oregon,777,35754
2016-12,Pennsylvania,28180,111913
2016-12,Puerto Rico,0,1664
2016-12,Rhode Island,0,2542
2016-12,South Carolina,9634,43044
2016-12,South Dakota,1238,10739
2016-12,Tennessee,5124,74884
2016-12,Texas,24494,181572
2016-12,Utah,12544,29485
2016-12,Vermont,0,3977
2016-12,Virgin Islands,47,67
2016-12,Virginia,1145,62649
2016-12,Washington,14178,59181
2016-12,West Virginia,1465,27242
2016-12,Wisconsin,24129,56928
2016-12,Wyoming,437,6560
2016-11,Alabama,22628,50477
2016-11,Alaska,254,8514
2016-11,Arizona,8398,39722
2016-11,Arkansas,2755,26901
2016-11,California,53278,224039
2016-11,Colorado,7129,54418
2016-11,Connecticut,6766,17223
2016-11,Delaware,261,5791
2016-11,District of Columbia,1,56
2016-11,Florida,25377,134638
2016-11,Georgia,19019,58723
2016-11,Guam,0,176
2016-11,Hawaii,1347,1347
2016-11,Idaho,1660,13965
2016-11,Illinois,26250,161604
2016-11,Indiana,40805,92535
2016-11,Iowa,12788,18540
2016-11,Kansas,2459,22646
2016-11,Kentucky,297507,330444
2016-11,Louisiana,2928,39979
2016-11,Maine,533,10506
2016-11,Mariana Islands,0,4
2016-11,Maryland,2214,17647
2016-11,Massachusetts,9009,21581
2016-11,Michigan,20528,56137
2016-11,Minnesota,32676,62666
2016-11,Mississippi,2052,29113
2016-11,Missouri,1504,57501
2016-11,Montana,1621,12074
2016-11,Nebraska,5008,9086
2016-11,Nevada,2595,14476
2016-11,New Hampshire,3814,15256
2016-11,New Jersey,0,11317
2016-11,New Mexico,1019,15116
2016-11,New York,3702,43009
2016-11,North Carolina,29034,59658
2016-11,North Dakota,720,6494
2016-11,Ohio,12670,88928
2016-11,Oklahoma,0,40123
2016-11,Oregon,831,33555
2016-11,Pennsylvania,30800,118378
2016-11,Puerto Rico,0,1590
2016-11,Rhode Island,0,2658
2016-11,South Carolina,12216,39711
2016-11,South Dakota,1501,11622
2016-11,Tennessee,17474,74722
2016-11,Texas,23199,157519
2016-11,Utah,13500,26928
2016-11,Vermont,0,3503
2016-11,Virgin Islands,54,76
2016-11,Virginia,695,58362
2016-11,Washington,13926,56963
2016-11,West Virginia,1786,25378
2016-11,Wisconsin,26474,65277
2016-11,Wyoming,393,5814
2016-10,Alabama,22979,43251
2016-10,Alaska,336,9383
2016-10,Arizona,8072,34134
2016-10,Arkansas,4005,22709
2016-10,California,60578,180968
2016-10,Colorado,4751,45337
2016-10,Connecticut,6827,16048
2016-10,Delaware,1317,5757
2016-10,District of Columbia,0,61
2016-10,Florida,23891,111657
2016-10,Georgia,17189,48308
2016-10,Guam,0,220
2016-10,Hawaii,1268,1277
2016-10,Idaho,2895,14160
2016-10,Illinois,20563,169348
2016-10,Indiana,30950,72085
2016-10,Iowa,10955,14908
2016-10,Kansas,2283,17656
2016-10,Kentucky,354387,378973
2016-10,Louisiana,3103,32820
2016-10,Maine,567,12954
2016-10,Mariana Islands,0,1
2016-10,Maryland,2866,14405
2016-10,Massachusetts,8761,19500
2016-10,Michigan,18470,49099
2016-10,Minnesota,38403,70854
2016-10,Mississippi,2004,21433
2016-10,Missouri,1921,50651
2016-10,Montana,1523,13411
2016-10,Nebraska,4705,7834
2016-10,Nevada,1726,12026
2016-10,New Hampshire,4062,15045
2016-10,New Jersey,0,10175
2016-10,New Mexico,883,13089
2016-10,New York,3941,37907
2016-10,North Carolina,26407,49372
2016-10,North Dakota,676,7283
2016-10,Ohio,12693,71864
2016-10,Oklahoma,0,28578
2016-10,Oregon,787,28948
2016-10,Pennsylvania,29248,103095
2016-10,Puerto Rico,0,1429
2016-10,Rhode Island,0,2448
2016-10,South Carolina,11817,31780
2016-10,South Dakota,1629,12670
2016-10,Tennessee,12980,56652
2016-10,Texas,34700,144467
2016-10,Utah,13883,23339
2016-10,Vermont,0,3769
2016-10,Virgin Islands,37,66
2016-10,Virginia,816,46862
2016-10,Washington,15570,57746
2016-10,West Virginia,1937,20035
2016-10,Wisconsin,28980,63442
2016-10,Wyoming,534,5228
2016-09,Alabama,22014,41336
2016-09,Alaska,306,6867
2016-09,Arizona,8641,33390
2016-09,Arkansas,3300,18826
2016-09,California,62196,159077
2016-09,Colorado,5593,40013
2016-09,Connecticut,6953,14955
2016-09,Delaware,291,4160
2016-09,District of Columbia,0,52
2016-09,Florida,24431,102843
2016-09,Georgia,14745,41621
2016-09,Guam,0,189
2016-09,Hawaii,1237,1247
2016-09,Idaho,2726,12611
2016-09,Illinois,17365,127535
2016-09,Indiana,30423,63820
2016-09,Iowa,9095,12094
2016-09,Kansas,1748,14051
2016-09,Kentucky,276744,298753
2016-09,Louisiana,2914,33656
2016-09,Maine,660,10550
2016-09,Mariana Islands,0,1
2016-09,Maryland,2659,12161
2016-09,Massachusetts,8095,17481
2016-09,Michigan,15152,41363
2016-09,Minnesota,30783,58507
2016-09,Mississippi,2554,19705
2016-09,Missouri,2907,41437
2016-09,Montana,1355,11479
2016-09,Nebraska,3682,6099
2016-09,Nevada,2386,10434
2016-09,New Hampshire,4131,13329
2016-09,New Jersey,0,9309
2016-09,New Mexico,927,11867
2016-09,New York,4362,33599
2016-09,North Carolina,25994,46452
2016-09,North Dakota,819,5883
2016-09,Ohio,11166,58828
2016-09,Oklahoma,0,25309
2016-09,Oregon,114,26487
2016-09,Pennsylvania,26936,86424
2016-09,Puerto Rico,0,1383
2016-09,Rhode Island,0,2052
2016-09,South Carolina,10337,28988
2016-09,South Dakota,1335,9284
2016-09,Tennessee,11512,48546
2016-09,Texas,29142,126694
2016-09,Utah,11262,19914
2016-09,Vermont,0,3130
2016-09,Virgin Islands,42,75
2016-09,Virginia,804,38779
2016-09,Washington,12021,48147
2016-09,West Virginia,1686,18079
2016-09,Wisconsin,30268,59639
2016-09,Wyoming,699,5086
2016-08,Alabama,22987,42455
2016-08,Alaska,183,7194
2016-08,Arizona,8752,33422
2016-08,Arkansas,5990,21692
2016-08,California,75535,176770
2016-08,Colorado,6238,40996
2016-08,Connecticut,13217,27353
2016-08,Delaware,705,4169
2016-08,District of Columbia,2,62
2016-08,Florida,31652,114446
2016-08,Georgia,18136,44370
2016-08,Guam,0,170
2016-08,Hawaii,1298,1305
2016-08,Idaho,2919,11635
2016-08,Illinois,17735,185912
2016-08,Indiana,44252,79202
2016-08,Iowa,9861,12518
2016-08,Kansas,1581,13770
2016-08,Kentucky,9579,29746
2016-08,Louisiana,3231,30716
2016-08,Maine,615,8204
2016-08,Mariana Islands,0,3
2016-08,Maryland,2761,12510
2016-08,Massachusetts,8977,18138
2016-08,Michigan,16743,41493
2016-08,Minnesota,28620,51700
2016-08,Mississippi,2524,26351
2016-08,Missouri,5318,44182
2016-08,Montana,1483,10672
2016-08,Nebraska,4257,6405
2016-08,Nevada,2256,10520
2016-08,New Hampshire,3629,12039
2016-08,New Jersey,0,9728
2016-08,New Mexico,1141,12341
2016-08,New York,4135,30808
2016-08,North Carolina,28076,46518
2016-08,North Dakota,1216,5461
2016-08,Ohio,13656,62418
2016-08,Oklahoma,0,25927
2016-08,Oregon,71,22911
2016-08,Pennsylvania,27897,86652
2016-08,Puerto Rico,0,1370
2016-08,Rhode Island,0,2090
2016-08,South Carolina,13000,31389
2016-08,South Dakota,1259,7873
2016-08,Tennessee,18828,60971
2016-08,Texas,25803,124608
2016-08,Utah,13405,21178
2016-08,Vermont,0,2724
2016-08,Virgin Islands,55,90
2016-08,Virginia,776,38667
2016-08,Washington,14063,46645
2016-08,West Virginia,1948,17315
2016-08,Wisconsin,25551,53689
2016-08,Wyoming,906,5295
2016-07,Alabama,27765,48927
2016-07,Alaska,215,6793
2016-07,Arizona,7863,34496
2016-07,Arkansas,4116,19378
2016-07,California,77962,190218
2016-07,Colorado,6372,43094
2016-07,Connecticut,14156,29755
2016-07,Delaware,755,4494
2016-07,District of Columbia,0,60
2016-07,Florida,28106,125208
2016-07,Georgia,20555,49183
2016-07,Guam,0,173
2016-07,Hawaii,1563,1565
2016-07,Idaho,3606,12154
2016-07,Illinois,125075,168227
2016-07,Indiana,53844,88340
2016-07,Iowa,9391,11937
2016-07,Kansas,1320,14140
2016-07,Kentucky,342858,363085
2016-07,Louisiana,2595,41063
2016-07,Maine,540,7702
2016-07,Mariana Islands,0,1
2016-07,Maryland,2383,12228
2016-07,Massachusetts,7091,20480
2016-07,Michigan,15869,40142
2016-07,Minnesota,22422,43368
2016-07,Mississippi,1913,21907
2016-07,Missouri,6903,46637
2016-07,Montana,1356,9869
2016-07,Nebraska,3629,5429
2016-07,Nevada,2497,11785
2016-07,New Hampshire,3882,13068
2016-07,New Jersey,0,10074
2016-07,New Mexico,1103,12219
2016-07,New York,3738,29513
2016-07,North Carolina,25408,44123
2016-07,North Dakota,1305,5470
2016-07,Ohio,11762,63148
2016-07,Oklahoma,0,25946
2016-07,Oregon,21,24813
2016-07,Pennsylvania,26819,86137
2016-07,Puerto Rico,0,1331
2016-07,Rhode Island,0,2368
2016-07,South Carolina,14025,32730
2016-07,South Dakota,1179,7406
2016-07,Tennessee,1915,57653
2016-07,Texas,24634,127207
2016-07,Utah,9754,17608
2016-07,Vermont,0,2674
2016-07,Virgin Islands,81,105
2016-07,Virginia,1102,43574
2016-07,Washington,14111,47887
2016-07,West Virginia,1992,16791
2016-07,Wisconsin,14505,38922
2016-07,Wyoming,597,4585
2016-06,Alabama,24802,44976
2016-06,Alaska,290,7406
2016-06,Arizona,6371,32540
2016-06,Arkansas,5233,18779
2016-06,California,81628,173846
2016-06,Colorado,5283,41134
2016-06,Connecticut,17183,33475
2016-06,Delaware,1188,4987
2016-06,District of Columbia,23,72
2016-06,Florida,28462,125567
2016-06,Georgia,16995,42626
2016-06,Guam,0,164
2016-06,Hawaii,1743,1754
2016-06,Idaho,4079,12947
2016-06,Illinois,128545,164500
2016-06,Indiana,61071,94326
2016-06,Iowa,9899,12209
2016-06,Kansas,890,12364
2016-06,Kentucky,340735,360293
2016-06,Louisiana,2088,26278
2016-06,Maine,763,7858
2016-06,Mariana Islands,0,1
2016-06,Maryland,2132,11647
2016-06,Massachusetts,7045,17743
2016-06,Michigan,15883,39580
2016-06,Minnesota,27062,47916
2016-06,Mississippi,1996,17507
2016-06,Missouri,7958,45384
2016-06,Montana,1614,10610
2016-06,Nebraska,3890,5777
2016-06,Nevada,2645,11771
2016-06,New Hampshire,3728,12661
2016-06,New Jersey,0,10806
2016-06,New Mexico,1202,12560
2016-06,New York,4257,28472
2016-06,North Carolina,26567,44535
2016-06,North Dakota,2462,6568
2016-06,Ohio,13236,60366
2016-06,Oklahoma,0,26167
2016-06,Oregon,48,25502
2016-06,Pennsylvania,23639,80806
2016-06,Puerto Rico,0,1298
2016-06,Rhode Island,0,2302
2016-06,South Carolina,12286,30209
2016-06,South Dakota,1155,7519
2016-06,Tennessee,2123,56218
2016-06,Texas,23267,120263
2016-06,Utah,19677,28189
2016-06,Vermont,0,2688
2016-06,Virgin Islands,74,106
2016-06,Virginia,985,37593
2016-06,Washington,13202,50487
2016-06,West Virginia,1822,16423
2016-06,Wisconsin,5459,30747
2016-06,Wyoming,509,4812
2016-05,Alabama,20092,36157
2016-05,Alaska,253,5991
2016-05,Arizona,6941,28671
2016-05,Arkansas,5452,16422
2016-05,California,91841,166035
2016-05,Colorado,6924,36512
2016-05,Connecticut,15718,29247
2016-05,Delaware,1255,4355
2016-05,District of Columbia,57,110
2016-05,Florida,27235,94732
2016-05,Georgia,13787,33740
2016-05,Guam,0,194
2016-05,Hawaii,1314,1316
2016-05,Idaho,1139,8658
2016-05,Illinois,91026,119574
2016-05,Indiana,91807,119897
2016-05,Iowa,10729,12578
2016-05,Kansas,1006,10559
2016-05,Kentucky,305018,321666
