month,state,permit,totals
2016-05,Louisiana,2376,20462
2016-05,Maine,568,6572
2016-05,Mariana Islands,0,1
2016-05,Maryland,2567,11176
2016-05,Massachusetts,7114,15449
2016-05,Michigan,18750,37823
2016-05,Minnesota,24146,42135
2016-05,Mississippi,1981,15159
2016-05,Missouri,9606,40752
2016-05,Montana,1490,9551
2016-05,Nebraska,3394,4956
2016-05,Nevada,2624,10105
2016-05,New Hampshire,3719,10869
2016-05,New Jersey,0,9770
2016-05,New Mexico,1666,10847
2016-05,New York,4053,26336
2016-05,North Carolina,25228,38727
2016-05,North Dakota,1319,4620
2016-05,Ohio,14797,58406
2016-05,Oklahoma,0,21379
2016-05,Oregon,28,21266
2016-05,Pennsylvania,20806,70244
2016-05,Puerto Rico,0,1202
2016-05,Rhode Island,0,1648
2016-05,South Carolina,11329,24923
2016-05,South Dakota,922,6403
2016-05,Tennessee,2564,44044
2016-05,Texas,25496,104134
2016-05,Utah,16748,24045
2016-05,Vermont,0,2247
2016-05,Virgin Islands,84,112
2016-05,Virginia,943,30787
2016-05,Washington,12459,41282
2016-05,West Virginia,1939,14918
2016-05,Wisconsin,6549,27431
2016-05,Wyoming,868,4504
2016-04,Alabama,20959,41239
2016-04,Alaska,298,6867
2016-04,Arizona,7230,32005
2016-04,Arkansas,5825,19048
2016-04,California,93023,171256
2016-04,Colorado,8900,41636
2016-04,Connecticut,16609,32657
2016-04,Delaware,848,4316
2016-04,District of Columbia,11,69
2016-04,Florida,27570,104114
2016-04,Georgia,16847,41265
2016-04,Guam,0,160
2016-04,Hawaii,1452,1453
2016-04,Idaho,2400,10638
2016-04,Illinois,117410,154306
2016-04,Indiana,91355,126579
2016-04,Iowa,12650,15435
2016-04,Kansas,1392,13227
2016-04,Kentucky,285372,306214
2016-04,Louisiana,2192,23719
2016-04,Maine,656,8567
2016-04,Mariana Islands,0,0
2016-04,Maryland,3361,13007
2016-04,Massachusetts,7414,17505
2016-04,Michigan,24885,48163
2016-04,Minnesota,30337,57100
2016-04,Mississippi,1416,17182
2016-04,Missouri,12050,49098
2016-04,Montana,1771,10728
2016-04,Nebraska,4353,6280
2016-04,Nevada,2958,11803
2016-04,New Hampshire,3602,12630
2016-04,New Jersey,0,10465
2016-04,New Mexico,1619,12421
2016-04,New York,4181,31789
2016-04,North Carolina,27505,43592
2016-04,North Dakota,765,6039
2016-04,Ohio,16083,71881
2016-04,Oklahoma,0,26489
2016-04,Oregon,24,23132
2016-04,Pennsylvania,24297,88140
2016-04,Puerto Rico,0,1185
2016-04,Rhode Island,0,2125
2016-04,South Carolina,14347,30929
2016-04,South Dakota,1114,8275
2016-04,Tennessee,4151,57837
2016-04,Texas,38061,126292
2016-04,Utah,22419,30706
2016-04,Vermont,0,3220
2016-04,Virgin Islands,59,85
2016-04,Virginia,415,36219
2016-04,Washington,34121,65565
2016-04,West Virginia,2323,17825
2016-04,Wisconsin,8256,38403
2016-04,Wyoming,785,5029
2016-03,Alabama,27829,55486
2016-03,Alaska,256,6982
2016-03,Arizona,8078,35795
2016-03,Arkansas,7649,24390
2016-03,California,117206,201041
2016-03,Colorado,11129,46430
2016-03,Connecticut,16727,35332
2016-03,Delaware,690,4986
2016-03,District of Columbia,5,85
2016-03,Florida,34627,119207
2016-03,Georgia,24301,55396
2016-03,Guam,0,188
2016-03,Hawaii,1468,1469
2016-03,Idaho,4411,13824
2016-03,Illinois,132757,175762
2016-03,Indiana,107510,151821
2016-03,Iowa,20031,23526
2016-03,Kansas,1857,16593
2016-03,Kentucky,294755,321318
2016-03,Louisiana,1937,26552
2016-03,Maine,704,9429
2016-03,Mariana Islands,0,1
2016-03,Maryland,3898,14546
2016-03,Massachusetts,9327,20450
2016-03,Michigan,30175,59827
2016-03,Minnesota,29378,56311
2016-03,Mississippi,1740,21727
2016-03,Missouri,17076,64449
2016-03,Montana,2372,11967
2016-03,Nebraska,6108,8315
2016-03,Nevada,3373,13550
2016-03,New Hampshire,4769,14498
2016-03,New Jersey,0,11138
2016-03,New Mexico,1165,13999
2016-03,New York,5302,34781
2016-03,North Carolina,34897,53581
2016-03,North Dakota,1208,6281
2016-03,Ohio,19568,85267
2016-03,Oklahoma,0,29112
2016-03,Oregon,69,27093
2016-03,Pennsylvania,31577,105145
2016-03,Puerto Rico,0,1188
2016-03,Rhode Island,0,2516
2016-03,South Carolina,17408,38503
2016-03,South Dakota,1448,9178
2016-03,Tennessee,2578,51955
2016-03,Texas,48497,152465
2016-03,Utah,21789,30548
2016-03,Vermont,0,3861
2016-03,Virgin Islands,67,90
2016-03,Virginia,828,42741
2016-03,Washington,89199,126000
2016-03,West Virginia,3003,22143
2016-03,Wisconsin,10344,44925
2016-03,Wyoming,700,5302
2016-02,Alabama,24746,77411
2016-02,Alaska,284,6779
2016-02,Arizona,4627,35307
2016-02,Arkansas,4167,27506
2016-02,California,134211,214844
2016-02,Colorado,9004,47302
2016-02,Connecticut,14261,32110
2016-02,Delaware,415,5173
2016-02,District of Columbia,14,95
2016-02,Florida,33181,132010
2016-02,Georgia,24137,66777
2016-02,Guam,0,141
2016-02,Hawaii,1419,1424
2016-02,Idaho,4934,15520
2016-02,Illinois,125089,169908
2016-02,Indiana,170646,221556
2016-02,Iowa,20356,23728
2016-02,Kansas,1711,19817
2016-02,Kentucky,229733,266913
2016-02,Louisiana,2686,32939
2016-02,Maine,438,9868
2016-02,Mariana Islands,0,1
2016-02,Maryland,4039,14735
2016-02,Massachusetts,7944,17835
2016-02,Michigan,29353,61421
2016-02,Minnesota,25678,50144
2016-02,Mississippi,1171,28656
2016-02,Missouri,13121,67682
2016-02,Montana,2279,12644
2016-02,Nebraska,6096,8576
2016-02,Nevada,3288,14342
2016-02,New Hampshire,4044,14577
2016-02,New Jersey,0,9811
2016-02,New Mexico,1576,16662
2016-02,New York,4971,34195
2016-02,North Carolina,33753,58096
2016-02,North Dakota,761,5799
2016-02,Ohio,16201,90222
2016-02,Oklahoma,0,37589
2016-02,Oregon,88,28869
2016-02,Pennsylvania,29651,104116
2016-02,Puerto Rico,0,1088
2016-02,Rhode Island,0,2392
2016-02,South Carolina,12817,39376
2016-02,South Dakota,1627,10732
2016-02,Tennessee,12348,68503
2016-02,Texas,56900,192417
2016-02,Utah,12927,22999
2016-02,Vermont,0,4173
2016-02,Virgin Islands,86,115
2016-02,Virginia,784,47955
2016-02,Washington,15736,56043
2016-02,West Virginia,3527,27216
2016-02,Wisconsin,9420,42855
2016-02,Wyoming,551,5703
2016-01,Alabama,27242,73218
2016-01,Alaska,192,6085
2016-01,Arizona,3898,31910
2016-01,Arkansas,3670,20437
2016-01,California,127715,220912
2016-01,Colorado,8431,48214
2016-01,Connecticut,14005,31712
2016-01,Delaware,395,4886
2016-01,District of Columbia,27,82
2016-01,Florida,28458,125935
2016-01,Georgia,30513,62707
2016-01,Guam,0,176
2016-01,Hawaii,1379,1383
2016-01,Idaho,4025,13197
2016-01,Illinois,143606,189400
2016-01,Indiana,183520,230892
2016-01,Iowa,23600,26714
2016-01,Kansas,1787,19443
2016-01,Kentucky,277415,302383
2016-01,Louisiana,2823,32192
2016-01,Maine,500,8844
2016-01,Mariana Islands,0,3
2016-01,Maryland,3458,13321
2016-01,Massachusetts,8547,20208
2016-01,Michigan,27885,56723
2016-01,Minnesota,27969,50842
2016-01,Mississippi,1442,21330
2016-01,Missouri,11441,61257
2016-01,Montana,2240,10722
2016-01,Nebraska,8560,11116
2016-01,Nevada,2386,12291
2016-01,New Hampshire,5807,16887
2016-01,New Jersey,0,8683
2016-01,New Mexico,769,12577
2016-01,New York,4535,34071
2016-01,North Carolina,33032,51646
2016-01,North Dakota,800,5877
2016-01,Ohio,13836,76218
2016-01,Oklahoma,0,34889
2016-01,Oregon,45,26378
2016-01,Pennsylvania,33905,102170
2016-01,Puerto Rico,0,1133
2016-01,Rhode Island,0,2617
2016-01,South Carolina,10212,31396
2016-01,South Dakota,1872,10220
2016-01,Tennessee,14485,62789
2016-01,Texas,36269,164088
2016-01,Utah,10485,19968
2016-01,Vermont,0,3451
2016-01,Virgin Islands,73,100
2016-01,Virginia,524,44181
2016-01,Washington,19688,58050
2016-01,West Virginia,3378,18985
2016-01,Wisconsin,9496,39561
2016-01,Wyoming,959,5676
2015-12,Alabama,31359,120914
2015-12,Alaska,245,11055
2015-12,Arizona,2940,47759
2015-12,Arkansas,4076,36886
2015-12,California,119166,252946
2015-12,Colorado,3265,64547
2015-12,Connecticut,12190,36673
2015-12,Delaware,297,7670
2015-12,District of Columbia,16,95
2015-12,Florida,25044,168935
2015-12,Georgia,30391,96508
2015-12,Guam,0,218
2015-12,Hawaii,1642,1644
2015-12,Idaho,2338,18544
2015-12,Illinois,122900,182255
2015-12,Indiana,139460,214035
2015-12,Iowa,19621,25941
2015-12,Kansas,1349,28091
2015-12,Kentucky,258154,308824
2015-12,Louisiana,2023,59760
2015-12,Maine,360,14076
2015-12,Mariana Islands,0,1
2015-12,Maryland,2459,17832
2015-12,Massachusetts,7297,22723
2015-12,Michigan,30983,76882
2015-12,Minnesota,30209,64181
2015-12,Mississippi,1381,44727
2015-12,Missouri,9228,89366
2015-12,Montana,1865,16667
2015-12,Nebraska,9569,14768
2015-12,Nevada,2790,18649
2015-12,New Hampshire,5546,20626
2015-12,New Jersey,0,11018
2015-12,New Mexico,621,19335
2015-12,New York,3366,48515
2015-12,North Carolina,36332,76441
2015-12,North Dakota,580,8304
2015-12,Ohio,13879,119897
2015-12,Oklahoma,0,56119
2015-12,Oregon,50,41065
2015-12,Pennsylvania,44433,153826
2015-12,Puerto Rico,0,1335
2015-12,Rhode Island,0,3363
2015-12,South Carolina,7466,48614
2015-12,South Dakota,1569,14660
2015-12,Tennessee,10092,100586
2015-12,Texas,33163,241791
2015-12,Utah,12413,31645
2015-12,Vermont,0,4731
2015-12,Virgin Islands,79,115
2015-12,Virginia,228,72526
2015-12,Washington,18190,73158
2015-12,West Virginia,3377,36037
2015-12,Wisconsin,8126,52450
2015-12,Wyoming,512,8870
2015-11,Alabama,18870,71137
2015-11,Alaska,209,7095
2015-11,Arizona,2303,27087
2015-11,Arkansas,3298,25048
2015-11,California,98452,180116
2015-11,Colorado,4144,42271
2015-11,Connecticut,9631,26438
2015-11,Delaware,204,5040
2015-11,District of Columbia,8,64
2015-11,Florida,15907,103532
2015-11,Georgia,14111,50795
2015-11,Guam,0,171
2015-11,Hawaii,1248,1252
2015-11,Idaho,1944,11925
2015-11,Illinois,87190,129861
2015-11,Indiana,81935,130333
2015-11,Iowa,8785,13794
2015-11,Kansas,894,18433
2015-11,Kentucky,264140,295891
2015-11,Louisiana,1945,37752
2015-11,Maine,299,9297
2015-11,Mariana Islands,0,0
2015-11,Maryland,1512,13463
2015-11,Massachusetts,5214,15885
2015-11,Michigan,16786,50278
2015-11,Minnesota,18939,44023
2015-11,Mississippi,618,27504
2015-11,Missouri,5884,55031
2015-11,Montana,852,10415
2015-11,Nebraska,4258,8299
2015-11,Nevada,1543,10632
2015-11,New Hampshire,3630,12850
2015-11,New Jersey,0,8313
2015-11,New Mexico,829,12721
2015-11,New York,2906,36421
2015-11,North Carolina,22469,49217
2015-11,North Dakota,453,6288
2015-11,Ohio,9338,81616
2015-11,Oklahoma,0,35457
2015-11,Oregon,35,25453
2015-11,Pennsylvania,24136,103836
2015-11,Puerto Rico,0,1242
2015-11,Rhode Island,0,2101
2015-11,South Carolina,7284,32064
2015-11,South Dakota,819,9727
2015-11,Tennessee,9509,63670
2015-11,Texas,21550,146982
2015-11,Utah,10429,21772
2015-11,Vermont,0,3136
2015-11,Virgin Islands,93,109
2015-11,Virginia,622,48010
2015-11,Washington,10314,43989
2015-11,West Virginia,2217,25063
2015-11,Wisconsin,5867,38541
2015-11,Wyoming,383,5017
2015-10,Alabama,21958,61156
2015-10,Alaska,212,9941
2015-10,Arizona,4502,26501
2015-10,Arkansas,4813,23409
2015-10,California,94134,163211
2015-10,Colorado,3732,37785
2015-10,Connecticut,10222,23918
2015-10,Delaware,218,4052
2015-10,District of Columbia,4,76
2015-10,Florida,17963,94518
2015-10,Georgia,14406,45420
2015-10,Guam,0,213
2015-10,Hawaii,1378,1380
2015-10,Idaho,1982,11986
2015-10,Illinois,63534,95886
2015-10,Indiana,65285,100220
2015-10,Iowa,7078,10725
2015-10,Kansas,1175,14469
2015-10,Kentucky,250325,276162
2015-10,Louisiana,3099,33300
2015-10,Maine,376,11245
2015-10,Mariana Islands,0,1
2015-10,Maryland,1914,11832
2015-10,Massachusetts,4960,13947
2015-10,Michigan,16387,43822
2015-10,Minnesota,21361,50060
2015-10,Mississippi,789,20862
2015-10,Missouri,6768,49890
2015-10,Montana,1077,12988
2015-10,Nebraska,3916,6880
2015-10,Nevada,1667,9456
2015-10,New Hampshire,3199,11664
2015-10,New Jersey,0,7315
2015-10,New Mexico,726,12381
2015-10,New York,3803,33282
2015-10,North Carolina,23356,46020
2015-10,North Dakota,577,7547
2015-10,Ohio,9017,62456
2015-10,Oklahoma,0,28582
2015-10,Oregon,47,25405
2015-10,Pennsylvania,20840,82552
2015-10,Puerto Rico,0,1288
2015-10,Rhode Island,0,1944
2015-10,South Carolina,7517,26030
2015-10,South Dakota,766,10920
2015-10,Tennessee,8033,51134
2015-10,Texas,23495,126327
2015-10,Utah,11112,19046
2015-10,Vermont,0,3259
2015-10,Virgin Islands,79,100
2015-10,Virginia,369,38959
2015-10,Washington,11387,45061
2015-10,West Virginia,2354,21388
2015-10,Wisconsin,5158,36111
2015-10,Wyoming,700,5166
2015-09,Alabama,20999,56228
2015-09,Alaska,184,6195
2015-09,Arizona,4161,25464
2015-09,Arkansas,6286,21834
2015-09,California,64698,125441
2015-09,Colorado,4151,34229
2015-09,Connecticut,9713,21775
2015-09,Delaware,267,3360
2015-09,District of Columbia,0,41
2015-09,Florida,16270,85246
2015-09,Georgia,14837,41685
2015-09,Guam,0,181
2015-09,Hawaii,1267,1270
2015-09,Idaho,1851,11078
2015-09,Illinois,63566,94476
2015-09,Indiana,53051,83928
2015-09,Iowa,7036,9865
2015-09,Kansas,1104,12731
2015-09,Kentucky,241368,262693
2015-09,Louisiana,2620,39053
2015-09,Maine,471,8648
2015-09,Mariana Islands,0,1
2015-09,Maryland,1140,8912
2015-09,Massachusetts,4632,12092
2015-09,Michigan,27076,48331
2015-09,Minnesota,19575,43688
2015-09,Mississippi,953,23398
2015-09,Missouri,6212,40511
2015-09,Montana,967,11302
2015-09,Nebraska,3157,5433
2015-09,Nevada,2204,9821
2015-09,New Hampshire,2963,10094
2015-09,New Jersey,0,6056
2015-09,New Mexico,881,11570
2015-09,New York,3639,28204
2015-09,North Carolina,23350,42348
2015-09,North Dakota,492,5619
2015-09,Ohio,8942,53928
2015-09,Oklahoma,0,25154
2015-09,Oregon,94,21650
2015-09,Pennsylvania,18607,70156
2015-09,Puerto Rico,0,1300
2015-09,Rhode Island,0,1566
2015-09,South Carolina,6630,24395
2015-09,South Dakota,708,7949
2015-09,Tennessee,15240,52313
2015-09,Texas,20733,122503
2015-09,Utah,14323,22343
2015-09,Vermont,0,2681
2015-09,Virgin Islands,107,134
2015-09,Virginia,553,34030
2015-09,Washington,10517,40441
2015-09,West Virginia,2109,17801
2015-09,Wisconsin,4610,30630
2015-09,Wyoming,484,4968
2015-08,Alabama,25643,62770
2015-08,Alaska,236,6976
2015-08,Arizona,4687,25003
2015-08,Arkansas,6794,21087
2015-08,California,59988,125122
2015-08,Colorado,5851,36156
2015-08,Connecticut,9522,21514
2015-08,Delaware,338,3459
2015-08,District of Columbia,0,67
2015-08,Florida,17140,87429
2015-08,Georgia,14217,40519
2015-08,Guam,0,147
2015-08,Hawaii,1173,1175
2015-08,Idaho,1708,9792
2015-08,Illinois,64498,94314
2015-08,Indiana,35816,66212
2015-08,Iowa,6064,8592
2015-08,Kansas,1222,13366
2015-08,Kentucky,266788,286463
2015-08,Louisiana,1974,30880
2015-08,Maine,491,7283
2015-08,Mariana Islands,0,1
2015-08,Maryland,1202,8606
2015-08,Massachusetts,4469,12792
2015-08,Michigan,14223,33600
2015-08,Minnesota,18855,39036
2015-08,Mississippi,826,18376
2015-08,Missouri,6121,40259
2015-08,Montana,897,10130
2015-08,Nebraska,3215,5418
2015-08,Nevada,1550,8818
2015-08,New Hampshire,3035,10185
2015-08,New Jersey,0,6537
2015-08,New Mexico,736,11179
2015-08,New York,3074,23978
2015-08,North Carolina,21906,39565
2015-08,North Dakota,551,5148
2015-08,Ohio,8706,51999
2015-08,Oklahoma,0,26376
2015-08,Oregon,15,19393
2015-08,Pennsylvania,19070,69162
2015-08,Puerto Rico,0,1357
2015-08,Rhode Island,0,1477
2015-08,South Carolina,7084,25047
2015-08,South Dakota,684,7369
2015-08,Tennessee,9774,49128
2015-08,Texas,24521,122233
2015-08,Utah,12489,19717
2015-08,Vermont,0,2466
2015-08,Virgin Islands,79,100
2015-08,Virginia,364,32147
2015-08,Washington,9054,36031
2015-08,West Virginia,2266,16720
2015-08,Wisconsin,4398,28396
2015-08,Wyoming,638,4839
2015-07,Alabama,22960,56762
2015-07,Alaska,171,6029
2015-07,Arizona,4262,23779
2015-07,Arkansas,5128,17694
2015-07,California,67429,140365
2015-07,Colorado,2727,31280
2015-07,Connecticut,10365,22195
2015-07,Delaware,470,3275
2015-07,District of Columbia,0,64
2015-07,Florida,15769,83877
2015-07,Georgia,15820,39608
2015-07,Guam,0,186
2015-07,Hawaii,1155,1157
2015-07,Idaho,1822,8675
2015-07,Illinois,66883,95297
2015-07,Indiana,26099,52154
2015-07,Iowa,6577,8356
2015-07,Kansas,1271,12248
2015-07,Kentucky,201788,220018
2015-07,Louisiana,1361,23822
2015-07,Maine,609,6549
2015-07,Mariana Islands,0,1
2015-07,Maryland,1620,8595
2015-07,Massachusetts,4814,11898
2015-07,Michigan,15819,32153
2015-07,Minnesota,16325,31732
2015-07,Mississippi,1036,16575
2015-07,Missouri,6079,37539
2015-07,Montana,911,8713
2015-07,Nebraska,3055,4596
2015-07,Nevada,1723,8829
2015-07,New Hampshire,3059,9404
2015-07,New Jersey,0,6588
2015-07,New Mexico,783,10404
2015-07,New York,2843,21821
2015-07,North Carolina,22174,37651
2015-07,North Dakota,804,4593
2015-07,Ohio,8956,49952
2015-07,Oklahoma,0,23594
2015-07,Oregon,18,18003
2015-07,Pennsylvania,19538,65250
2015-07,Puerto Rico,0,1342
2015-07,Rhode Island,0,1461
2015-07,South Carolina,8984,25017
2015-07,South Dakota,757,5914
2015-07,Tennessee,21886,57873
2015-07,Texas,21479,106013
2015-07,Utah,10691,17259
2015-07,Vermont,0,2219
2015-07,Virgin Islands,126,159
2015-07,Virginia,624,32419
2015-07,Washington,8993,34177
2015-07,West Virginia,2262,15607
2015-07,Wisconsin,4367,24350
2015-07,Wyoming,542,4371
2015-06,Alabama,16801,45952
2015-06,Alaska,291,5830
2015-06,Arizona,4728,22999
2015-06,Arkansas,3873,15372
2015-06,California,51944,112704
2015-06,Colorado,4241,31777
2015-06,Connecticut,11856,24605
2015-06,Delaware,436,3332
2015-06,District of Columbia,0,49
2015-06,Florida,15397,79101
2015-06,Georgia,13230,34674
2015-06,Guam,0,184
2015-06,Hawaii,1209,1213
2015-06,Idaho,2849,9373
2015-06,Illinois,53952,80431
2015-06,Indiana,37734,62755
2015-06,Iowa,5452,7359
2015-06,Kansas,1415,10463
2015-06,Kentucky,225599,242027
2015-06,Louisiana,1253,21042
2015-06,Maine,626,6151
2015-06,Mariana Islands,0,2
2015-06,Maryland,1821,8826
2015-06,Massachusetts,4456,11383
2015-06,Michigan,14561,30723
2015-06,Minnesota,18144,33553
2015-06,Mississippi,729,13111
2015-06,Missouri,6929,37010
2015-06,Montana,904,8529
2015-06,Nebraska,2903,4369
2015-06,Nevada,2305,9186
2015-06,New Hampshire,3609,9881
2015-06,New Jersey,0,7007
2015-06,New Mexico,640,9969
2015-06,New York,3222,22717
2015-06,North Carolina,19637,33889
2015-06,North Dakota,808,4481
2015-06,Ohio,9361,49297
2015-06,Oklahoma,0,21793
2015-06,Oregon,31,17765
2015-06,Pennsylvania,17846,64122
2015-06,Puerto Rico,0,1499
2015-06,Rhode Island,0,1512
2015-06,South Carolina,6565,20763
2015-06,South Dakota,595,5645
2015-06,Tennessee,12888,42558
2015-06,Texas,21211,106461
2015-06,Utah,14428,20684
2015-06,Vermont,0,2135
2015-06,Virgin Islands,75,104
2015-06,Virginia,504,27904
2015-06,Washington,7915,32783
2015-06,West Virginia,2003,14695
2015-06,Wisconsin,4287,22715
2015-06,Wyoming,764,4388
2015-05,Alabama,15495,45128
2015-05,Alaska,203,6168
2015-05,Arizona,4719,24503
2015-05,Arkansas,4750,16258
2015-05,California,53467,119574
2015-05,Colorado,4338,33062
2015-05,Connecticut,11817,24571
2015-05,Delaware,748,3683
2015-05,District of Columbia,0,53
2015-05,Florida,13949,77601
2015-05,Georgia,11956,32956
2015-05,Guam,0,148
2015-05,Hawaii,1142,1145
2015-05,Idaho,2533,9975
2015-05,Illinois,47092,76538
2015-05,Indiana,38129,64608
2015-05,Iowa,5573,7597
2015-05,Kansas,1829,12249
2015-05,Kentucky,255314,271614
2015-05,Louisiana,1805,20941
2015-05,Maine,548,5860
2015-05,Mariana Islands,0,1
2015-05,Maryland,1155,8105
2015-05,Massachusetts,4692,11907
2015-05,Michigan,16080,32961
2015-05,Minnesota,20670,37779
2015-05,Mississippi,669,13803
2015-05,Missouri,6510,37565
2015-05,Montana,892,9364
2015-05,Nebraska,2841,4500
2015-05,Nevada,2363,9959
2015-05,New Hampshire,4144,10564
2015-05,New Jersey,0,6704
2015-05,New Mexico,732,11021
2015-05,New York,2788,21977
2015-05,North Carolina,18448,32357
2015-05,North Dakota,500,4683
2015-05,Ohio,10082,49428
2015-05,Oklahoma,0,23210
2015-05,Oregon,33,19292
2015-05,Pennsylvania,16899,62676
2015-05,Puerto Rico,0,1477
2015-05,Rhode Island,0,1543
2015-05,South Carolina,6173,20254
2015-05,South Dakota,626,6436
2015-05,Tennessee,10582,40597
2015-05,Texas,21646,111012
2015-05,Utah,11653,18544
2015-05,Vermont,0,2172
2015-05,Virgin Islands,101,118
2015-05,Virginia,846,28447
2015-05,Washington,8106,33943
2015-05,West Virginia,2272,15288
2015-05,Wisconsin,4783,24362
2015-05,Wyoming,493,4612
2015-04,Alabama,17623,46971
2015-04,Alaska,242,7030
2015-04,Arizona,4046,24762
2015-04,Arkansas,4927,17135
2015-04,California,48166,114686
2015-04,Colorado,5034,34688
2015-04,Connecticut,13294,26677
2015-04,Delaware,546,3665
2015-04,District of Columbia,0,51
2015-04,Florida,16049,81456
2015-04,Georgia,13765,35901
2015-04,Guam,0,146
2015-04,Hawaii,1327,1329
2015-04,Idaho,3119,10686
2015-04,Illinois,88841,118541
2015-04,Indiana,38811,67791
2015-04,Iowa,8656,11113
2015-04,Kansas,2574,14044
2015-04,Kentucky,234945,253890
2015-04,Louisiana,1599,21000
2015-04,Maine,0,6608
2015-04,Mariana Islands,0,2
2015-04,Maryland,1773,10464
2015-04,Massachusetts,5865,14211
2015-04,Michigan,17298,36840
2015-04,Minnesota,22700,44682
2015-04,Mississippi,876,14292
2015-04,Missouri,7944,42187
2015-04,Montana,1148,9473
2015-04,Nebraska,3521,5325
2015-04,Nevada,2604,9830
2015-04,New Hampshire,3373,10849
2015-04,New Jersey,0,7594
2015-04,New Mexico,916,11299
2015-04,New York,3186,26818
2015-04,North Carolina,22434,37520
2015-04,North Dakota,677,5225
2015-04,Ohio,12671,59965
2015-04,Oklahoma,0,26152
2015-04,Oregon,20,20563
2015-04,Pennsylvania,21161,74820
2015-04,Puerto Rico,0,1168
2015-04,Rhode Island,0,1710
2015-04,South Carolina,8009,22801
2015-04,South Dakota,720,6951
2015-04,Tennessee,13585,44972
2015-04,Texas,21605,106032
2015-04,Utah,13427,20361
2015-04,Vermont,0,3081
2015-04,Virgin Islands,90,115
2015-04,Virginia,658,31657
2015-04,Washington,9867,38008
2015-04,West Virginia,3212,18739
2015-04,Wisconsin,6576,31164
2015-04,Wyoming,559,4697
2015-03,Alabama,21726,57152
2015-03,Alaska,255,7223
2015-03,Arizona,4107,28402
2015-03,Arkansas,4650,20397
2015-03,California,126134,199833
2015-03,Colorado,3710,37740
2015-03,Connecticut,13911,30302
2015-03,Delaware,500,4610
2015-03,District of Columbia,0,68
2015-03,Florida,17066,93683
2015-03,Georgia,18105,48200
2015-03,Guam,0,161
2015-03,Hawaii,1344,1344
2015-03,Idaho,3323,12234
2015-03,Illinois,68243,96770
2015-03,Indiana,44831,83305
2015-03,Iowa,11320,14948
2015-03,Kansas,2514,16337
2015-03,Kentucky,258825,281518
2015-03,Louisiana,1589,26788
2015-03,Maine,0,7438
2015-03,Mariana Islands,0,2
2015-03,Maryland,1800,10656
2015-03,Massachusetts,5379,16296
2015-03,Michigan,17994,43233
2015-03,Minnesota,27319,51987
2015-03,Mississippi,1167,18635
2015-03,Missouri,9321,52566
2015-03,Montana,1266,10863
2015-03,Nebraska,4531,6796
2015-03,Nevada,2226,11192
2015-03,New Hampshire,3529,11780
